symbol,revenuePerShare,trailingPE,earningsQuarterlyGrowth,previousClose,open,dayLow,dayHigh,volume,trailingEps,pegRatio,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare.1,earningsGrowth,revenueGrowth
RELIANCE.BO,1296.823,28.012129,0.093,2901.3,2897.05,2895.35,2920,562484,103.88,7.752124646,1.50E+12,3.17E+12,8.77E+12,36.1,1296.823,0.093,0.036
RELIANCE.NS,1296.823,28.010878,0.093,2901.95,2899.95,2894.7,2920,9763420,103.89,7.752124646,1.50E+12,3.17E+12,8.77E+12,36.1,1296.823,0.093,0.036
HDFCBANK.BO,293.74,16.260424,0.359,1445.1,1437.3,1437.3,1450.7,783356,88.74,7.752124646,12331239082,8.00E+12,1.93E+12,118.1582281,293.74,-0.001,1.211
HINDUNILVR.NS,263.412,51.28523,0.014,2242.35,2239.05,2232.05,2266,3507581,44,7.752124646,1.42E+11,12720000000,6.19E+11,2.515,263.412,0.014,-0.002
ICICIBANK.NS,197.399,18.315136,0.257,1081.8,1081.15,1078.7,1093.7,17212189,59.53,1.03,12331239082,2.01E+12,1.38E+12,118.1582281,197.399,0.253,0.204
HINDUNILVR.BO,263.412,51.278408,0.014,2242.6,2241.95,2230.85,2265.35,265737,44,7.752124646,1.42E+11,12720000000,6.19E+11,2.515,263.412,0.014,-0.002
INFY.NS,4.481,25.573729,-0.084,1554.7,1521,1498.2,1528.9,14671426,59,2.96,4249999872,1051000000,18552000512,10.871,4.481,-0.068,0.001
TCS.NS,653.036,31.84772,0.02,3972.95,3897,3855,3938,5851619,122.8,4.03,6.13E+11,75479998464,2.39E+12,8.297,653.036,0.022,0.04
HDFCBANK.NS,293.74,16.259296,0.359,1445.75,1441,1437.75,1450.75,22986502,88.74,7.752124646,12331239082,8.00E+12,1.93E+12,118.1582281,293.74,-0.001,1.211
TCS.BO,653.036,31.84748,0.02,3974.05,3899,3856,3938.4,275926,122.87,7.752124646,6.13E+11,75479998464,2.39E+12,8.297,653.036,0.022,0.04
HDFC.NS,628.471,19.15983,0.18,2724.3,2755.8,2710.6,2777.65,42365041,142.59,1.65,12331239082,4.36E+12,1.14E+12,118.1582281,628.471,0.168,0.217
BAJFINANCE.NS,497.35,29.850765,0.224,6715.75,6705,6686.3,6803,1125038,226.49,7.752124646,12331239082,2.02E+12,3.02E+11,336.941,497.35,0.209,0.221
SBIN.NS,331.701,10.449203,-0.285,744.3,743.85,741.4,748.8,15529602,71.46,0.49,12331239082,5.48E+12,2.96E+12,118.1582281,331.701,-0.285,0.166
WIPRO.NS,169.494,22.729818,-0.118,500.45,489.25,479.55,490.75,14320951,21.43,5.87,1.65E+11,1.79E+11,9.07E+11,24.507,169.494,-0.074,-0.044
BHARTIARTL.NS,261.056,85.48409,0.538,1220.8,1226.95,1222,1245,7839987,14.46,7.752124646,6.95E+11,2.18E+12,1.48E+12,211.001,261.056,0.5,0.059
KOTAKBANK.NS,325.645,20.283169,0.068,1772.15,1769.9,1765,1782.5,7060497,87.58,7.752124646,12331239082,6.15E+11,6.47E+11,118.1582281,325.645,0.067,0.2
HCLTECH.NS,4.829,26.882656,0.05,1595.8,1560,1508.2,1571.45,7468632,57.95,3.75,2699000064,646000000,13075000320,7.962,4.829,0.056,0.053
HDFC.BO,628.471,19.148136,0.18,2729.95,2750.4,2711.95,2777.5,438405,142.57,7.752124646,12331239082,4.36E+12,1.14E+12,118.1582281,628.471,0.168,0.217
INFY.BO,4.481,25.573729,-0.084,1555.2,1517.95,1497.65,1529,6022096,59,7.752124646,4249999872,1051000000,18552000512,10.871,4.481,-0.068,0.001
DMART.NS,749.054,114.93983,0.171,4163.1,4159.8,4151.15,4330.5,921402,37.39,5.18,37884751872,6303799808,4.87E+11,3.616,749.054,0.173,0.173
ICICIBANK.BO,197.399,18.314852,0.257,1082.2,1077.35,1077.35,1093.5,1016026,59.52,7.752124646,12331239082,2.01E+12,1.38E+12,118.1582281,197.399,0.253,0.204
ASIANPAINT.NS,370.192,50,0.35,2821.15,2821.15,2808,2855.15,1652122,56.83,7.752124646,75312201728,23267700736,3.55E+11,13.545,370.192,0.349,0.054
KOTAKBANK.BO,325.645,20.284603,0.068,1772.2,1760.7,1760.7,1782.85,220011,87.49,7.752124646,12331239082,6.15E+11,6.47E+11,118.1582281,325.645,0.067,0.2
ITC.NS,56.743,26.102314,0.066,421.25,421.25,421.25,429.65,38855561,16.42,3.25,2.62E+11,2840600064,7.06E+11,0.408,56.743,0.057,0.018
LT.NS,1546.819,39.681915,0.155,3560,3546.2,3546.2,3647.3,3020256,91.17,1.44,2.67E+11,1.22E+12,2.16E+12,130.668,1546.819,0.18,0.187
MARUTI.NS,4461.15,31.05621,0.341,11908.15,11890.05,11890.05,12427.3,1061891,397.27,1.23,1.48E+11,3924999936,1.35E+12,0.597,4461.15,0.288,0.153
BAJAJFINSV.NS,631.981,32.787075,0.211,1602.6,1593,1583.4,1610,1569716,48.42,1.78,3.73E+11,1.97E+12,1.01E+12,231.603,631.981,0.196,0.336
BHARTIARTL.BO,261.056,85.46335,0.538,1221.8,1227,1220.8,1244.95,4235017,14.46,7.752124646,6.95E+11,2.18E+12,1.48E+12,211.001,261.056,0.5,0.059
HCLTECH.BO,4.829,26.955883,0.05,1597.3,1555.65,1507.5,1567.5,234870,57.8,7.752124646,2699000064,646000000,13075000320,7.962,4.829,0.056,0.053
TITAN.NS,551.524,95.23895,0.165,3627.55,3627.55,3621.25,3726.9,1281067,38.92,5.19,48017498112,1.43E+11,4.90E+11,114.352,551.524,0.169,0.22
ULTRACEMCO.NS,2399.123,43.47831,0.679,9600.75,9610,9580,9751.8,224498,222.68,7.752124646,1.19E+11,1.15E+11,6.92E+11,20.389,2399.123,0.68,0.079
AXISBANK.NS,202.148,23.980043,0.049,1035.6,1040.1,1029.95,1047.25,9888818,43.09,7.752124646,12331239082,2.23E+12,6.22E+11,118.1582281,202.148,0.053,0.167
ADANIGREEN.NS,65.149,217.34154,1.485,1855.35,1857.05,1837.05,1865,390256,8.52,7.752124646,72537497600,5.74E+11,93110001664,719.113,65.149,2.021,0.171
ITC.BO,56.743,26.109081,0.066,421.25,421.25,421.25,429.6,1525884,16.41,7.752124646,2.62E+11,2840600064,7.06E+11,0.408,56.743,0.057,0.018
MARUTI.BO,4461.15,31.05556,0.341,11913.8,11900.95,11900.45,12423.45,26854,397.23,1.48,1.48E+11,3924999936,1.35E+12,0.597,4461.15,0.288,0.153
ASIANPAINT.BO,370.192,50.251945,0.35,2821.5,2820,2809,2854.75,74738,56.56,7.752124646,75312201728,23267700736,3.55E+11,13.545,370.192,0.349,0.054
SUNPHARMA.NS,197.739,43.28491,0.165,1565.2,1568.9,1566.1,1621,4941192,37.17,0.83,1.28E+11,19282300928,4.74E+11,3.051,197.739,0.167,0.101
ATGL.NS,40.191,172.26605,0.176,936.05,941.95,933.1,948.65,820555,5.45,7.752124646,9978024960,13564199936,44227801088,41.92,40.191,0.175,0.046
ONGC.NS,467.185,7.898289,-0.099,262.95,262.95,258.45,265.25,13024864,33.33,-4.51,1.04E+12,1.43E+12,5.88E+12,42.656,467.185,-0.099,-0.022
BAJFINANCE.BO,497.35,29.851254,0.224,6715.7,6690.05,6690.05,6800,27202,226.56,7.752124646,12331239082,2.02E+12,3.02E+11,336.941,497.35,0.209,0.221
WIPRO.BO,169.494,22.727484,-0.118,500.7,488.05,479.45,490.45,842058,21.43,7.752124646,1.65E+11,1.79E+11,9.07E+11,24.507,169.494,-0.074,-0.044
NESTLEIND.NS,198.364,83.335495,0.071,2553.65,2540.2,2537,2592,1013484,30.88,7.752124646,45104898048,3415000064,1.91E+11,11.042,198.364,0.071,0.083
TATAMOTORS.NS,903.391,19.340702,1.375,964.9,964.9,950.35,986.2,13633897,50.66,7.752124646,4.50E+11,1.28E+12,4.24E+12,210.024,903.391,1.072591783,0.25
ADANIENT.NS,944.163,100.99772,1.303,3066.5,3066.55,3048.05,3128.95,951067,30.77,7.752124646,1.11E+11,5.71E+11,1.08E+12,136.906,944.163,1.298,0.065
SBIN.BO,331.701,10.437701,-0.285,743.8,743.3,741.55,749,656117,71.51,7.752124646,12331239082,5.48E+12,2.96E+12,118.1582281,331.701,-0.285,0.166
ADANITRANS.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TATAMTRDVR.NS,903.391,12.803748,1.375,637.75,639.45,626.55,652.25,1401808,50.7,0.76,4.50E+11,1.28E+12,4.24E+12,210.024,903.391,1.072591783,0.25
JSWSTEEL.NS,726.569,17.922642,3.929,812.35,808,806.75,832.95,3983356,46.02,7.752124646,3.23E+11,8.19E+11,1.76E+12,108.609,726.569,3.867,0.072
TECHM.NS,598.028,39.8438,-0.606,1282.75,1258.5,1236.1,1279.9,2990639,31.69,4.56,54702252032,26140999680,5.28E+11,9.733,598.028,-0.607,-0.046
ADANIPORTS.NS,118.536,38.3139,0.679,1262.45,1262.45,1255.05,1289.1,3075733,33.45,1.03,1.48E+11,5.01E+11,2.56E+11,99.596,118.536,0.678,0.446
NESTLEIND.BO,198.364,83.34305,0.071,2553.95,2553.9,2538,2591.95,40217,30.9,7.752124646,45104898048,3415000064,1.91E+11,11.042,198.364,0.071,0.083
AXISBANK.BO,202.148,23.979593,0.049,1036.2,1038.05,1030,1047,541999,43.12,7.752124646,12331239082,2.23E+12,6.22E+11,118.1582281,202.148,0.053,0.167
POWERGRID.NS,49.588,15.875072,0.105,273.75,273.75,271.35,278.25,22096058,17.37,0.65,4.19E+11,1.23E+12,4.61E+11,142.063,49.588,0.104,0.026
TATASTEEL.NS,190.977,inf,1.272780739,150.1,149,148.35,152.75,68210250,-2.75,7.752124646,2.01E+11,8.97E+11,2.33E+12,98.811,190.977,1.072591783,-0.031
DMART.BO,749.054,114.95583,0.171,4161.25,4161.25,4149,4328.75,21177,37.36,4.17,37884751872,6303799808,4.87E+11,3.616,749.054,0.173,0.173
HINDZINC.NS,69.307,15.063614,-0.059,293.9,294,293.2,297.95,563626,19.65,7.752124646,1.43E+11,1.22E+11,2.93E+11,89.176,69.307,-0.059,-0.074
HDFCLIFE.NS,442.236,88.48936,0.163,622.25,623.9,616,628.65,3635895,7.05,7.752124646,11520541696,9500000256,9.50E+11,6.699,442.236,0.155,0.376
PIDILITIND.NS,239.383,87.70667,0.678,2901.4,2907.45,2904.45,2969.35,623353,33.75,7.752124646,25444274176,4158400000,1.22E+11,5.368,239.383,0.679,0.044
LT.BO,1546.819,39.680477,0.155,3562.3,3522.05,3522.05,3645.9,195363,91.23,7.752124646,2.67E+11,1.22E+12,2.16E+12,130.668,1546.819,0.18,0.187
ULTRACEMCO.BO,2399.123,43.47839,0.679,9607.35,9607.35,9578.5,9749,5895,222.79,7.752124646,1.19E+11,1.15E+11,6.92E+11,20.389,2399.123,0.68,0.079
LTI.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
DIVISLAB.NS,282.244,65.787,0.167,3465.3,3463,3425,3476.35,409772,52.16,7.752124646,19552274432,50000000,74926096384,0.039,282.244,0.168,0.086
NTPC.NS,180.587,17.478472,0.079,325,324.5,321.15,327.25,14706689,18.58,2.24,4.98E+11,2.23E+12,1.75E+12,140.991,180.587,0.079,-0.04
VEDL.NS,389.362,21.55008,-0.183,273.4,273,269.9,274.4,9334694,12.58,-7.9,3.77E+11,7.51E+11,1.45E+12,178.783,389.362,-0.185,0.038
SBILIFE.NS,1169.636,80.660934,0.058,1468.05,1474,1458.1,1511,563016,18.61,7.79,21030076416,72614166656,1.17E+12,118.1582281,1169.636,0.056,0.457
SUNPHARMA.BO,197.739,43.29564,0.165,1564.6,1564.65,1564.65,1621.15,227601,37.14,7.752124646,1.28E+11,19282300928,4.74E+11,3.051,197.739,0.167,0.101
TITAN.BO,551.524,95.22849,0.165,3628.95,3632.95,3627.5,3725,73901,38.95,7.752124646,48017498112,1.43E+11,4.90E+11,114.352,551.524,0.169,0.22
HINDALCO.NS,971.641,12.970637,0.711,539.7,539.7,537.35,550.65,5513386,42.23,7.752124646,2.30E+11,6.45E+11,2.16E+12,64.833,971.641,0.711,-0.006
IOC.NS,569.143,4.851645,10.678,164.5,165.7,163.55,167.15,25134412,34.04,-1.05,8.47E+11,1.15E+12,7.82E+12,67.495,569.143,10.714,-0.028
HDFCLIFE.BO,442.236,88.52482,0.163,622.45,623.5,615.35,628.4,74484,7.05,7.752124646,11520541696,9500000256,9.50E+11,6.699,442.236,0.155,0.376
DABUR.NS,69.258,51.564354,0.08,523.95,524,519,527.35,1072163,10.1,3.04,22755700736,14890500096,1.23E+11,14.98,69.258,0.082,0.07
M&M.NS,1239.853,inf,-0.007,1865.85,1865.85,1847.25,1905.45,3786823,18.4682045,1.03,2.41E+11,9.97E+11,1.38E+12,140.353,1239.853,-0.008,0.158
GRASIM.NS,1930.484,26.042986,-0.398,2205.55,2200,2194.45,2234,551643,85.38,3.2,2.49E+11,1.22E+12,1.27E+12,93.151,1930.484,-0.398,0.116
DLF.NS,23.233,90.104065,0.265,857.7,861.05,855.6,869.9,2786686,9.61,3.25,17522585600,33166299136,57482231808,8.761,23.233,0.262,0.018
HINDZINC.BO,69.307,15.058494,-0.059,294,294.95,293.8,297.8,74779,19.66,7.752124646,1.43E+11,1.22E+11,2.93E+11,89.176,69.307,-0.059,-0.074
ZOMATO.NS,12.637,inf,1.272780739,169.65,170.45,169.05,174.9,41761036,-0.02,33.2,-5606499840,5209999872,1.06E+11,2.64,12.637,1.072591783,0.688
GODREJCP.NS,135.986,69.92845,0.064,1231.65,1236.95,1210,1244.5,1242289,17.47,3.75,29126475776,32747599872,1.39E+11,22.585,135.986,0.064,0.017
BAJAJ-AUTO.NS,1530.702,34.129147,0.38,8750.6,8700.05,8682,9050,851069,262.1,7.752124646,92276776960,72614166656,4.33E+11,118.1582281,1530.702,0.38,0.306
SHREECEM.NS,5595.403,40.81621,1.488,25361.4,25399,25232,25489.95,12711,621.47,1.54,42688225280,20047400960,2.02E+11,10.262,5595.403,1.488,0.215
COALINDIA.NS,230.17,9.066961,0.169,432.05,430.9,428.3,436.2,9171645,47.64,-16.54,3.69E+11,63130599424,1.42E+12,8.954,230.17,0.17,0.018
BAJAJ-AUTO.BO,1530.702,34.130093,0.38,8751.1,8690,8679.95,9050.5,35912,261.81,7.752124646,92276776960,72614166656,4.33E+11,118.1582281,1530.702,0.38,0.306
BRITANNIA.NS,692.056,54.345398,-0.403,4806.7,4800,4784.9,4892.95,264692,89.52,4.45,31324700672,27783899136,1.67E+11,96.678,692.056,-0.403,0.014
DABUR.BO,69.258,51.820435,0.08,523.9,523.05,519,525.1,263164,10.08,7.752124646,22755700736,14890500096,1.23E+11,14.98,69.258,0.082,0.07
BAJAJFINSV.BO,631.981,32.783974,0.211,1602.2,1585.05,1583.1,1609.7,28385,48.42,7.752124646,3.73E+11,1.97E+12,1.01E+12,231.603,631.981,0.196,0.336
POWERGRID.BO,49.588,15.872193,0.105,273.75,273.7,271.5,278.2,1675846,17.37,7.752124646,4.19E+11,1.23E+12,4.61E+11,142.063,49.588,0.104,0.026
SBICARD.NS,116.553,28.494537,0.078,702.65,702,701.65,710.6,810710,24.71,1.53,12331239082,3.41E+11,1.10E+11,308.232,116.553,0.078,0.213
NTPC.BO,180.587,17.51752,0.079,325,325.45,321.25,327.25,791521,18.55,7.752124646,4.98E+11,2.23E+12,1.75E+12,140.991,180.587,0.079,-0.04
ONGC.BO,467.185,7.89916,-0.099,263,263,258.75,265.35,301677,33.32,7.752124646,1.04E+12,1.43E+12,5.88E+12,42.656,467.185,-0.099,-0.022
BPCL.NS,2111.278,4.3610682,0.821,587.8,589,584.55,604.45,10721667,135.93,-0.13,4.51E+11,5.63E+11,4.50E+12,79.365,2111.278,0.822,-0.031
HAVELLS.NS,287.407,78.11005,0.015,1485.05,1485,1465.05,1494.7,416245,18.81,3.65,16684975104,2684900096,1.80E+11,3.892,287.407,0.013,0.069
ICICIPRULI.NS,544.282,91.774445,0.024,580.25,578.85,573.65,588.75,1230953,6.34,7.752124646,12469894144,12000000000,7.83E+11,10.839,544.282,0.019,0.527
BRITANNIA.BO,692.056,54.345615,-0.403,4805.85,4782.05,4782.05,4890,7558,89.55,3.27,31324700672,27783899136,1.67E+11,96.678,692.056,-0.403,0.014
DIVISLAB.BO,282.244,65.79432,0.167,3465.05,3415.4,3415.4,3475.9,5075,52.12,7.752124646,19552274432,50000000,74926096384,0.039,282.244,0.168,0.086
TECHM.BO,598.028,39.83627,-0.606,1282.25,1260,1236.45,1279.55,142341,31.76,7.752124646,54702252032,26140999680,5.28E+11,9.733,598.028,-0.607,-0.046
PAYTM.NS,159.912,inf,1.272780739,410.85,412.85,398.15,417.45,2572996,-16.01,0.6,-9147750400,2032999936,1.00E+11,1.561,159.912,1.072591783,0.382
DRREDDY.BO,1631.508,19.802032,0.106,6129.2,6129.25,6107.45,6236,7442,313.18,7.752124646,80979001344,19850999808,2.71E+11,7.411,1631.508,0.103,0.066
SIEMENS.NS,572.04,88.502655,0.092,4942.35,4935.05,4864.65,4997.2,281403,56.4,3.84,23644999680,1752000000,2.04E+11,1.338,572.04,0.094,0.202
DRREDDY.NS,1631.508,19.802082,0.106,6128.2,6129,6105.05,6239.4,305674,313.26,1.12,80979001344,19850999808,2.71E+11,7.411,1631.508,0.103,0.066
AMBUJACEM.NS,162.387,65.338135,0.895,587.2,588,581.55,594.7,1817976,9.02,7.752124646,56298061824,7451700224,3.22E+11,1.849,162.387,0.911,0.028
INDIGO.NS,1691.503,17.636831,1.107,3290.15,3300,3266.8,3327.05,681657,186.36,0.04,96131112960,4.94E+11,6.52E+11,118.1582281,1691.503,1.105,0.303
M&M.BO,1239.853,inf,-0.007,1867.6,1869.95,1847.75,1905,80393,18.4682045,7.752124646,2.41E+11,9.97E+11,1.38E+12,140.353,1239.853,-0.008,0.158
EICHERMOT.NS,583.478,28.490604,0.344,3918.95,3945,3863.2,4013.95,1033223,139.99,7.752124646,39223975936,4161600000,1.60E+11,2.612,583.478,0.343,0.123
PIDILITIND.BO,239.383,87.7169,0.678,2900.1,2909.95,2905.9,2970,13677,33.77,7.752124646,25444274176,4158400000,1.22E+11,5.368,239.383,0.679,0.044
BERGEPAINT.NS,95.395,57.443413,0.491,555.55,552,552,559.9,394706,9.72,7.752124646,17899024384,11541699584,1.11E+11,23.792,95.395,0.49,0.07
BPCL.BO,2111.278,4.363088,0.821,587.8,589.95,584.65,604.6,312521,135.89,7.752124646,4.51E+11,5.63E+11,4.50E+12,79.365,2111.278,0.822,-0.031
SBILIFE.BO,1169.636,80.63406,0.058,1470,1461.05,1458.8,1510.5,70758,18.61,7.752124646,21030076416,72614166656,1.17E+12,118.1582281,1169.636,0.056,0.457
MINDTREE.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MOTHERSUMI.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SRF.NS,450.311,51.285683,-0.504,2538.35,2556,2532,2600,1205650,49.74,0.56,27520499712,49761001472,1.33E+11,45.855,450.311,-0.504,-0.12
JSWSTEEL.BO,726.569,17.95415,3.929,812.7,811.95,807,832.6,204814,46.02,7.752124646,3.23E+11,8.19E+11,1.76E+12,108.609,726.569,3.867,0.072
SHREECEM.BO,5595.403,40.81614,1.488,25388.55,25332.75,25238.15,25493.85,499,621.4,1.25,42688225280,20047400960,2.02E+11,10.262,5595.403,1.488,0.215
CIPLA.NS,311.101,32.257187,0.318,1448.7,1453,1451.05,1489.6,1746848,45.92,1.43,61300998144,9608899584,2.51E+11,3.829,311.101,0.318,0.12
ADANIPORTS.BO,118.536,38.31738,0.679,1263.15,1265,1255.3,1288.7,99775,33.43,7.752124646,1.48E+11,5.01E+11,2.56E+11,99.596,118.536,0.678,0.446
IOC.BO,569.143,4.851645,10.678,164.45,165.8,163.6,167.15,1248199,34.04,-2.12,8.47E+11,1.15E+12,7.82E+12,67.495,569.143,10.714,-0.028
COALINDIA.BO,230.17,9.049518,0.169,431.95,431.95,428.35,436.15,163937,47.66,7.752124646,3.69E+11,63130599424,1.42E+12,8.954,230.17,0.17,0.018
TATAPOWER.NS,181.721,21.233696,0.008,392.15,389.9,386.5,395.5,11753348,18.4,7.752124646,1.05E+11,5.25E+11,5.81E+11,141.897,181.721,0.01,0.037
APOLLOHOSP.NS,1280.956,116.284874,0.598,6182.5,6169.15,6168.7,6390.9,727538,54.83,0.65,20609748992,48888999936,1.84E+11,71.084,1280.956,0.599,0.138
NAUKRI.NS,192.484,277.70657,1.272780739,5302.55,5292.3,5068.05,5292.3,383809,18.88,3.8,7503560192,2742419968,24837019648,1.302,192.484,1.072591783,0.064
INDUSINDBK.NS,321.578,13.568736,0.172,1484.1,1477.75,1473,1520.35,5308840,111.44,0.94,12331239082,4.05E+11,2.50E+11,118.1582281,321.578,0.168,0.221
GODREJCP.BO,135.986,69.920044,0.064,1231.1,1215.4,1211.3,1235.55,16200,17.51,7.752124646,29126475776,32747599872,1.39E+11,22.585,135.986,0.064,0.017
ICICIGI.NS,419.699,44.84022,0.224,1673.05,1674.7,1657,1681.4,363543,37.24,1.47,23915399168,350000000,2.06E+11,0.278,419.699,0.218,0.126
INDUSTOWER.NS,104.491,13.087313,1.272780739,250.2,250.5,250.2,275.2,33137496,20.73,-10.8,1.18E+11,2.00E+11,2.82E+11,79.193,104.491,1.072591783,0.064
TATACONSUM.NS,160.434,86.96747,-0.207,1133.95,1133.95,1119,1140,1696143,12.91,3.72,20436400128,15114500096,1.49E+11,8.875,160.434,-0.208,0.095
IRCTC.NS,51.013,67.1026,0.174,934.75,938.9,926.5,940.9,1554172,13.84,0.92,14051748864,667966976,40804216832,2.347,51.013,0.176,0.218
MARICO.NS,74.436,43.854626,0.168,500.7,501,495,504,1090354,11.35,3.36,19380000768,4929999872,96150003712,10.706,74.436,0.17,-0.019
MCDOWELL-N.NS,155.588,63.27384,0.635,1109.9,1107.9,1106,1144.45,916775,17.93,4.67,17408749568,2028000000,1.10E+11,2.978,155.588,0.632,0.08
HEROMOTOCO.BO,1831.578,25.974607,0.506,4519.35,4539.9,4518,4734.55,14151,180.38,7.752124646,49765748736,6508899840,3.66E+11,3.657,1831.578,0.504,0.206
GLAND.NS,298.251,44.847538,-0.173,1753,1774.7,1750.05,1805,99036,40.01,1.52,10336409600,3570299904,49122828288,4.298,298.251,-0.173,0.647
GAIL.NS,203.252,14.189079,6.721,175.05,175,172.8,176,12393004,12.27,3.06,1.08E+11,1.80E+11,1.34E+12,24.578,203.252,6.714,-0.033
CIPLA.BO,311.101,32.261436,0.318,1450.85,1448,1448,1489,52195,45.9,7.752124646,61300998144,9608899584,2.51E+11,3.829,311.101,0.318,0.12
PEL.NS,395.526,inf,1.272780739,841.6,848,840.45,868.7,1614784,-87.53,1.34,12331239082,4.98E+11,92831096832,173.458,395.526,1.072591783,-0.106
MPHASIS.NS,701.662,28.987019,-0.094,2436.85,2367,2306,2408,885207,82.43,2.1,21798819840,15803310080,1.32E+11,19.978,701.662,-0.098,-0.048
UPL.NS,685.725,inf,1.272780739,455.55,455.6,455,474.35,7016516,-7.66,2.36,52617498624,3.49E+11,4.56E+11,102.051,685.725,1.072591783,-0.277
MUTHOOTFIN.NS,216.262,13.75519,0.182,1434.45,1434.45,1416,1434.45,401208,103.55,7.752124646,12331239082,6.57E+11,86817406976,267.445,216.262,0.19,0.235
BATAINDIA.NS,269.073,67.12135,-0.303,1379.65,1379.65,1376.1,1397.75,390981,20.6,7.752124646,5207227392,12628339712,34593239040,90.003,269.073,-0.303,0.004
LTTS.NS,821.35,45.250275,0.107,5457.5,5301,5228.1,5400,212477,118.67,2.95,17213999104,5505999872,86784000000,11.451,821.35,0.107,0.182
EICHERMOT.BO,583.478,28.489553,0.344,3919.45,3919.5,3864.2,4012,41427,139.76,7.752124646,39223975936,4161600000,1.60E+11,2.612,583.478,0.343,0.123
BERGEPAINT.BO,95.395,57.471676,0.491,555.75,553.25,553.25,559,25331,9.71,7.752124646,17899024384,11541699584,1.11E+11,23.792,95.395,0.49,0.07
ICICIPRULI.BO,544.282,91.71924,0.024,580.25,578.1,573.8,588.15,32005,6.34,7.752124646,12469894144,12000000000,7.83E+11,10.839,544.282,0.019,0.527
ICICIGI.BO,419.699,44.838882,0.224,1671.45,1670.05,1658,1679.75,3792,37.24,7.752124646,23915399168,350000000,2.06E+11,0.278,419.699,0.218,0.126
BAJAJHLDNG.NS,53.666,15.8227,0.279,8202.65,8215,8202.65,8447.65,49507,530.57,7.752124646,4372624896,780400000,5973199872,0.134,53.666,0.28,0.142
LODHA.NS,99.103,68.49201,0.244,1130.5,1130.9,1130.8,1170,641228,16.91,7.752124646,23997999104,87835000832,95530000384,64.686,99.103,0.241,0.652
IDBI.NS,13.245,16.401209,0.597,80.6,80.15,80.05,82.5,7707270,4.96,7.752124646,12331239082,2.31E+11,1.43E+11,118.1582281,13.245,0.591,0.356
TORNTPHARM.NS,309.572,57.8094,0.565,2554.4,2554.4,2532,2575.55,133752,44.28,7.752124646,31158775808,44890001408,1.05E+11,66.93,309.572,0.567,0.097
INDIGO.BO,1691.503,17.636482,1.107,3290.25,3300.05,3266.65,3327.55,13034,186.29,7.752124646,96131112960,4.94E+11,6.52E+11,118.1582281,1691.503,1.105,0.303
HDFCAMC.NS,138.189,45.25003,0.322,3671.25,3671.25,3668,3819,842619,83.39,2.5,23080525824,72614166656,29499000832,118.1582281,138.189,0.319,0.228
GODREJPROP.NS,117.114,93.446335,0.06,2223.55,2238.9,2210,2256.55,424639,24.04,4.62,763550016,1.03E+11,32558000128,108.215,117.114,0.062,0.684
LTI.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GRASIM.BO,1930.484,26.11033,-0.398,2207.4,2219.75,2198.6,2233,7335,85.2,3.11,2.49E+11,1.22E+12,1.27E+12,93.151,1930.484,-0.398,0.116
BEL.NS,24.878,40.30612,0.402,196.85,196.5,192.75,198.95,31316604,4.9,5.47,46003400704,613800000,1.82E+11,0.414,24.878,0.41,0.002
PGHH.NS,1234.541,71.42884,0.103,16441.65,16474.55,16442.3,16777,16082,232.88,3.68,9657100288,35800000,40073998336,0.34,1234.541,0.103,-0.003
TATASTEEL.BO,190.977,inf,1.272780739,150.05,149.2,148.55,152.75,4672236,-2.74,7.752124646,2.01E+11,8.97E+11,2.33E+12,98.811,190.977,1.072591783,-0.031
JSWENERGY.NS,69.478,51.545002,0.288,504.55,504.8,500.05,517.5,2676496,10,0.28,46614876160,2.78E+11,1.14E+11,139.043,69.478,0.294,0.131
BOSCHLTD.NS,5548.355,38.314373,0.621,30066.25,30066,29899.25,30450,38966,787.66,7.752124646,21170999296,460000000,1.64E+11,0.397,5548.355,0.621,0.149
BIOCON.BO,122.52,25.114542,1.272780739,248.7,249.15,248.9,254.65,234184,10.04,3.66,33334249472,1.83E+11,1.46E+11,75.182,122.52,1.072591783,0.344
HEROMOTOCO.NS,1831.578,25.90708,0.506,4519.9,4538.8,4517.6,4736.35,902092,180.8,7.752124646,49765748736,6508899840,3.66E+11,3.657,1831.578,0.504,0.206
